kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,kelompok_usia,penduduk_pria,penduduk_wanita
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,18,2379,2170
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,19,2369,2058
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,20-24,12451,12182
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,25-29,14195,13798
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,30-34,13382,12351
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,35-39,12153,10946
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,40-44,9844,8386
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,45-49,7535,6573
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,50-54,5892,5026
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,55-59,4039,3169
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,60-64,2844,2607
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,65+,4578,4281
15,Prov. Jambi,1508,Kab. Tebo,0-4,16433,15486
15,Prov. Jambi,1508,Kab. Tebo,5-6,6619,6180
15,Prov. Jambi,1508,Kab. Tebo,7-9,9884,9391
15,Prov. Jambi,1508,Kab. Tebo,10-12,9415,8794
15,Prov. Jambi,1508,Kab. Tebo,13-14,6003,5854
15,Prov. Jambi,1508,Kab. Tebo,15,2872,2755
15,Prov. Jambi,1508,Kab. Tebo,16,2532,2480
15,Prov. Jambi,1508,Kab. Tebo,17,2674,2520
15,Prov. Jambi,1508,Kab. Tebo,18,2633,2353
15,Prov. Jambi,1508,Kab. Tebo,19,2475,2314
15,Prov. Jambi,1508,Kab. Tebo,20-24,13541,13661
15,Prov. Jambi,1508,Kab. Tebo,25-29,15843,15273
15,Prov. Jambi,1508,Kab. Tebo,30-34,14249,12795
15,Prov. Jambi,1508,Kab. Tebo,35-39,11745,10655
15,Prov. Jambi,1508,Kab. Tebo,40-44,9944,8867
15,Prov. Jambi,1508,Kab. Tebo,45-49,8003,7136
15,Prov. Jambi,1508,Kab. Tebo,50-54,6686,5764
15,Prov. Jambi,1508,Kab. Tebo,55-59,4598,3734
15,Prov. Jambi,1508,Kab. Tebo,60-64,2774,2684
15,Prov. Jambi,1508,Kab. Tebo,65+,4969,5147
15,Prov. Jambi,1509,Kab. Bungo,0-4,17321,16386
15,Prov. Jambi,1509,Kab. Bungo,5-6,6671,6290
15,Prov. Jambi,1509,Kab. Bungo,7-9,10129,9476
15,Prov. Jambi,1509,Kab. Bungo,10-12,9516,9035
15,Prov. Jambi,1509,Kab. Bungo,13-14,6259,6165
15,Prov. Jambi,1509,Kab. Bungo,15,2984,2806
15,Prov. Jambi,1509,Kab. Bungo,16,2706,2665
15,Prov. Jambi,1509,Kab. Bungo,17,2781,2812
15,Prov. Jambi,1509,Kab. Bungo,18,2764,2588
15,Prov. Jambi,1509,Kab. Bungo,19,2720,2582
15,Prov. Jambi,1509,Kab. Bungo,20-24,14843,14432
15,Prov. Jambi,1509,Kab. Bungo,25-29,15820,15085
15,Prov. Jambi,1509,Kab. Bungo,30-34,13555,12467
15,Prov. Jambi,1509,Kab. Bungo,35-39,11480,10567
15,Prov. Jambi,1509,Kab. Bungo,40-44,9370,8988
15,Prov. Jambi,1509,Kab. Bungo,45-49,8005,7537
15,Prov. Jambi,1509,Kab. Bungo,50-54,6787,6133
15,Prov. Jambi,1509,Kab. Bungo,55-59,4476,3850
15,Prov. Jambi,1509,Kab. Bungo,60-64,2687,2519
15,Prov. Jambi,1509,Kab. Bungo,65+,4581,5297
15,Prov. Jambi,1571,Kota Jambi,0-4,26491,24869
15,Prov. Jambi,1571,Kota Jambi,5-6,10268,9611
15,Prov. Jambi,1571,Kota Jambi,7-9,15741,14840
15,Prov. Jambi,1571,Kota Jambi,10-12,14485,13730
15,Prov. Jambi,1571,Kota Jambi,13-14,9607,9579
15,Prov. Jambi,1571,Kota Jambi,15,4782,4681
15,Prov. Jambi,1571,Kota Jambi,16,4789,4669
15,Prov. Jambi,1571,Kota Jambi,17,4809,4869
15,Prov. Jambi,1571,Kota Jambi,18,5017,5129
15,Prov. Jambi,1571,Kota Jambi,19,5243,5756
15,Prov. Jambi,1571,Kota Jambi,20-24,26411,27584
15,Prov. Jambi,1571,Kota Jambi,25-29,26260,26861
15,Prov. Jambi,1571,Kota Jambi,30-34,24440,24188
15,Prov. Jambi,1571,Kota Jambi,35-39,21420,21386
15,Prov. Jambi,1571,Kota Jambi,40-44,18438,18065
15,Prov. Jambi,1571,Kota Jambi,45-49,15659,14937
15,Prov. Jambi,1571,Kota Jambi,50-54,12472,11371
15,Prov. Jambi,1571,Kota Jambi,55-59,8408,7486
15,Prov. Jambi,1571,Kota Jambi,60-64,5232,4984
15,Prov. Jambi,1571,Kota Jambi,65+,8130,9160
15,Prov. Jambi,1572,Kota Sungai Penuh,0-4,4078,3751
15,Prov. Jambi,1572,Kota Sungai Penuh,5-6,1684,1566
15,Prov. Jambi,1572,Kota Sungai Penuh,7-9,2511,2414
15,Prov. Jambi,1572,Kota Sungai Penuh,10-12,2484,2379
15,Prov. Jambi,1572,Kota Sungai Penuh,13-14,1707,1585
15,Prov. Jambi,1572,Kota Sungai Penuh,15,800,745
15,Prov. Jambi,1572,Kota Sungai Penuh,16,681,704
15,Prov. Jambi,1572,Kota Sungai Penuh,17,700,702
15,Prov. Jambi,1572,Kota Sungai Penuh,18,609,665
15,Prov. Jambi,1572,Kota Sungai Penuh,19,602,615
15,Prov. Jambi,1572,Kota Sungai Penuh,20-24,2971,3086
15,Prov. Jambi,1572,Kota Sungai Penuh,25-29,3419,3506
15,Prov. Jambi,1572,Kota Sungai Penuh,30-34,3691,3714
15,Prov. Jambi,1572,Kota Sungai Penuh,35-39,3346,3203
15,Prov. Jambi,1572,Kota Sungai Penuh,40-44,2662,2609
15,Prov. Jambi,1572,Kota Sungai Penuh,45-49,2333,2506
15,Prov. Jambi,1572,Kota Sungai Penuh,50-54,2101,2244
15,Prov. Jambi,1572,Kota Sungai Penuh,55-59,1710,1770
15,Prov. Jambi,1572,Kota Sungai Penuh,60-64,982,1066
15,Prov. Jambi,1572,Kota Sungai Penuh,65+,1761,2631
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,0-4,16673,15861
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,5-6,6647,6329
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,7-9,10198,9403
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,10-12,9574,9059
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,13-14,6431,6245
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,15,3228,3079
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,16,3063,2992
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,17,3391,3013
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,18,3146,2923
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,19,3236,3178
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,20-24,16232,15856
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,25-29,16062,15121
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,30-34,14354,13146
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,35-39,12093,11181
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,40-44,10653,10463
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,45-49,9103,8766
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,50-54,7561,6683
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,55-59,5199,4492
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,60-64,3298,3449
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,65+,5935,6729
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,0-4,40070,37890
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,5-6,15397,14593
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,7-9,23401,21878
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,10-12,22619,21136
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,13-14,14004,13654
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,15,7077,6498
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,16,6520,6061
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,17,6500,6076
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,18,6566,6088
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,19,6734,6399
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,20-24,33283,33446
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,25-29,35619,34844
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,30-34,32199,30619
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,35-39,29640,27061
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,40-44,24463,22285
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,45-49,19863,18616
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,50-54,15562,14512
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,55-59,11256,9969
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,60-64,8242,7991
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,65+,13991,14754
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,0-4,41037,38713
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,5-6,16510,15455
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,7-9,23871,22492
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,10-12,22886,21539
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,13-14,15090,14187
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,15,7178,6824
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,16,6618,6293
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,17,6736,6282
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,18,6422,5945
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,19,6455,6140
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,20-24,33443,33099
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,25-29,33469,32666
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,30-34,30370,29431
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,35-39,26721,25271
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,40-44,22494,22181
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,45-49,19293,18768
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,50-54,15600,14590
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,55-59,11028,10077
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,60-64,6705,7480
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,65+,11651,15666
16,Prov. Sumatera Selatan,1604,Kab. Lahat,0-4,19136,17961
16,Prov. Sumatera Selatan,1604,Kab. Lahat,5-6,7810,7302
16,Prov. Sumatera Selatan,1604,Kab. Lahat,7-9,11410,10907
16,Prov. Sumatera Selatan,1604,Kab. Lahat,10-12,11337,10889
16,Prov. Sumatera Selatan,1604,Kab. Lahat,13-14,7518,7220
16,Prov. Sumatera Selatan,1604,Kab. Lahat,15,3670,3539
16,Prov. Sumatera Selatan,1604,Kab. Lahat,16,3423,3299
16,Prov. Sumatera Selatan,1604,Kab. Lahat,17,3333,3140
16,Prov. Sumatera Selatan,1604,Kab. Lahat,18,3132,2801
16,Prov. Sumatera Selatan,1604,Kab. Lahat,19,3054,2577
16,Prov. Sumatera Selatan,1604,Kab. Lahat,20-24,16201,14714
16,Prov. Sumatera Selatan,1604,Kab. Lahat,25-29,17451,15926
16,Prov. Sumatera Selatan,1604,Kab. Lahat,30-34,16554,15868
16,Prov. Sumatera Selatan,1604,Kab. Lahat,35-39,14582,13386
16,Prov. Sumatera Selatan,1604,Kab. Lahat,40-44,12004,11562
16,Prov. Sumatera Selatan,1604,Kab. Lahat,45-49,10504,10559
16,Prov. Sumatera Selatan,1604,Kab. Lahat,50-54,9113,8680
16,Prov. Sumatera Selatan,1604,Kab. Lahat,55-59,6438,5926
16,Prov. Sumatera Selatan,1604,Kab. Lahat,60-64,4303,4499
16,Prov. Sumatera Selatan,1604,Kab. Lahat,65+,8112,10134
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,0-4,28654,27240
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,5-6,11587,10760
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,7-9,17369,16242
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,10-12,16282,15356
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,13-14,10529,10018
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,15,5128,4895
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,16,4665,4330
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,17,4753,4459
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,18,4614,4224
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,19,4585,4312
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,20-24,24483,24749
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,25-29,25419,24964
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,30-34,23194,22334
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,35-39,20225,18884
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,40-44,16457,15928
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,45-49,14227,14074
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,50-54,11868,10947
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,55-59,8650,7070
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,60-64,5211,5255
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,65+,10352,11215
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,0-4,31654,29955
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,5-6,12500,11840
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,7-9,18978,17608
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,10-12,17344,16544
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,13-14,11266,10772
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,15,5542,5223
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,16,5132,5039
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,17,5449,5199
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,18,5329,4940
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,19,5386,5229
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,20-24,28603,28223
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,25-29,28853,27246
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,30-34,24777,23035
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,35-39,20673,19193
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,40-44,17297,16148
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,45-49,14175,13048
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,50-54,11611,10750
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,55-59,8579,7292
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,60-64,5544,5603
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,65+,9758,10121
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,0-4,40601,38277
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,5-6,16415,15354
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,7-9,24341,23264
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,10-12,23781,22152
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,13-14,15133,14336
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,15,7201,6890
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,16,6976,6647
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,17,7214,6654
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,18,7202,6571
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,19,7213,6635
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,20-24,36487,35169
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,25-29,36554,34964
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,30-34,31383,30583
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,35-39,27939,27226
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,40-44,24372,23779
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,45-49,20194,19373
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,50-54,16241,15057
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,55-59,11648,10303
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,60-64,8509,8394
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,65+,14665,14413
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,0-4,17386,16686
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,5-6,6825,6590
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,7-9,9757,9248
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,10-12,9851,9135
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,13-14,6241,5782
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,15,2925,2573
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,16,2634,2350
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,17,2815,2276
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,18,2783,2143
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,19,2765,2300
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,20-24,15295,13507
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,25-29,16684,14631
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,30-34,15822,13372
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,35-39,13303,11276
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,40-44,10940,9778
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,45-49,9401,8381
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,50-54,7944,6659
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,55-59,5571,4412
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,60-64,3881,3489
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,65+,5415,5602
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,0-4,30732,28953
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,5-6,11782,11221
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,7-9,18370,17558
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,10-12,18269,17139
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,13-14,12327,11534
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,15,5996,5414
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,16,5941,5644
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,17,6023,5527
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,18,5426,4936
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,19,5399,4832
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,20-24,26953,25604
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,25-29,28729,27703
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,30-34,27358,26211
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,35-39,23661,22107
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,40-44,20130,19391
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,45-49,17108,16594
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,50-54,14120,13098
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,55-59,10721,9588
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,60-64,7127,7548
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,65+,16143,17065
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,0-4,19390,18429
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,5-6,7879,7463
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,7-9,12165,11476
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,10-12,11907,11490
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,13-14,8284,7926
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,15,3853,3713
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,16,3680,3530
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,17,3531,3294
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,18,3764,3624
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,19,4065,3696
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,20-24,19176,18107
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,25-29,16559,16384
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,30-34,14669,14665
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,35-39,13145,13154
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,40-44,11403,12309
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,45-49,11032,11234
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,50-54,8958,8816
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,55-59,6293,6045
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,60-64,4103,4936
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,65+,6749,10008
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,0-4,12055,11673
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,5-6,4845,4600
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,7-9,7126,6652
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,10-12,6999,6779
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,13-14,4335,4349
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,15,2199,2059
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,16,1971,1871
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,17,1926,1781
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,18,2034,1659
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,19,1829,1577
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,20-24,10300,9248
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,25-29,10844,9896
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,30-34,9659,8920
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,35-39,8740,7971
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,40-44,6871,6419
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,45-49,5878,6121
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,50-54,5296,4901
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,55-59,3332,2990
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,60-64,2755,2628
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,65+,4370,5718
16,Prov. Sumatera Selatan,1671,Kota Palembang,0-4,70947,66650
16,Prov. Sumatera Selatan,1671,Kota Palembang,5-6,27567,26091
16,Prov. Sumatera Selatan,1671,Kota Palembang,7-9,42815,39620
16,Prov. Sumatera Selatan,1671,Kota Palembang,10-12,39911,37494
16,Prov. Sumatera Selatan,1671,Kota Palembang,13-14,27068,25672
16,Prov. Sumatera Selatan,1671,Kota Palembang,15,13857,13445
16,Prov. Sumatera Selatan,1671,Kota Palembang,16,13257,13272
16,Prov. Sumatera Selatan,1671,Kota Palembang,17,13530,13693
16,Prov. Sumatera Selatan,1671,Kota Palembang,18,14181,15183
16,Prov. Sumatera Selatan,1671,Kota Palembang,19,15010,16303
16,Prov. Sumatera Selatan,1671,Kota Palembang,20-24,76483,77958
16,Prov. Sumatera Selatan,1671,Kota Palembang,25-29,71767,69853
16,Prov. Sumatera Selatan,1671,Kota Palembang,30-34,60767,58853
16,Prov. Sumatera Selatan,1671,Kota Palembang,35-39,52271,53282
16,Prov. Sumatera Selatan,1671,Kota Palembang,40-44,46789,48904
16,Prov. Sumatera Selatan,1671,Kota Palembang,45-49,40599,42832
16,Prov. Sumatera Selatan,1671,Kota Palembang,50-54,35811,35584
16,Prov. Sumatera Selatan,1671,Kota Palembang,55-59,26623,24357
16,Prov. Sumatera Selatan,1671,Kota Palembang,60-64,14953,16198
16,Prov. Sumatera Selatan,1671,Kota Palembang,65+,24090,31744
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,0-4,8985,8542
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,5-6,3584,3404
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,7-9,5218,4682
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,10-12,4822,4523
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,13-14,3218,3119
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,15,1469,1534
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,16,1453,1453
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,17,1400,1378
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,18,1400,1348
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,19,1380,1330
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,20-24,7581,7754
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,25-29,7961,8215
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,30-34,7348,7191
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,35-39,6193,6083
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,40-44,5247,5064
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,45-49,4374,4342
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,50-54,3633,3381
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,55-59,2510,2266
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,60-64,1360,1633
